Vulnerable_population,Section,Long_title,Short_title,Group,Group1,Subgroup,var,count
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Upper Extremity,Urban,339860
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Lower Extremity ,Urban,588769
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Unspecified or Multiple Joints ,Urban,503466
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Foot deformities ,Urban,114250
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Fracture - hip ,Urban,6391
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Fracture - Other ,Urban,72262
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Osteomyelitis/Infectious Arthritis ,Urban,14337
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Amputation ,Urban,24354
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Myasthenia Gravis/Myoneuronal Disorders,Urban,3201
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,"Myalgia/Myositis, unspecified ",Urban,49177
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Musculoskeletal conditions - Other ,Urban,290457
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,NEUROLOGIC,Multiple sclerosis,Urban,10393
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,NEUROLOGIC,Epilepsy- convulsions ,Urban,57306
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,NEUROLOGIC,Parkinsons disease ,Urban,28838
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,NEUROLOGIC,Intracranial Hemorrhage ,Urban,6983
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,NEUROLOGIC,TBI ,Urban,58705
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,NEUROLOGIC,Dementia ,Urban,97322
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,NEUROLOGIC,Cognitive Disorders - Other ,Urban,112677
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,NEUROLOGIC,Spinal cord injury ,Urban,13953
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,NEUROLOGIC,Paralysis - Other ,Urban,14788
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,NEUROLOGIC,Headache ,Urban,187292
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,NEUROLOGIC,Dizziness/vertigo ,Urban,93535
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,NEUROLOGIC,Peripheral Nerve Disorders ,Urban,164848
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,NEUROLOGIC,Carpal Tunnel Syndrome ,Urban,51163
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,NEUROLOGIC,Nervous System Symptoms/Disorders - Other ,Urban,218508
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Major Depressive Disorder,Urban,222773
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,"Depression, possible - Other ",Urban,574609
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,PTSD ,Urban,425886
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Acute stress disorders ,Urban,8638
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Anxiety disorders/ other ,Urban,327482
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Adjustment disorders ,Urban,99376
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Bipolar disorders ,Urban,90300
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Schizophrenia  ,Urban,67617
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Psychotic disorders - Other ,Urban,38772
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Alcohol use disorders ,Urban,272288
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Drug use disorders ,Urban,183587
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Eating disorders ,Urban,2218
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Dissociative disorders,Urban,997
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Personality disorders ,Urban,38369
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Conduct/impulse control disorders ,Urban,11974
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Somatiform disorders ,Urban,13861
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Attention Deficit Disorder/Hyperkinetic Disorder ,Urban,28846
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,"Psychiatric disorders, nonspecific ",Urban,69032
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,SENSE ORGANS,PerBlindness/Low Vision ,Urban,68169
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,SENSE ORGANS,Refraction disorders,Urban,660830
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,SENSE ORGANS,Glaucoma ,Urban,293459
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,SENSE ORGANS,Cataract ,Urban,565196
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,SENSE ORGANS,Eye disorders - Other ,Urban,585202
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,SENSE ORGANS,Hearing problems ,Urban,589495
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,SENSE ORGANS,Ear disorders - Other ,Urban,170613
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,DENTAL,Dental Caries,Urban,195081
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,DENTAL,Gingivitis/Periodontitis ,Urban,140740
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,DENTAL,Loss of Teeth ,Urban,98820
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,DENTAL,Dental Disorders - Other ,Urban,226523
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,DERMATOLOGIC,Skin cancer (non-Melanoma) ,Urban,89551
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,DERMATOLOGIC,Skin ulcer - chronic ,Urban,48828
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,DERMATOLOGIC,Skin infection ,Urban,113805
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,DERMATOLOGIC,Psoriasis,Urban,36744
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,DERMATOLOGIC,Dermatologic disorders - Other  ,Urban,640507
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,OTHER,Sleep apnea ,Urban,300550
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,OTHER,Sleep disturbance - Other,Urban,218631
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,OTHER,Malaise and fatigue ,Urban,60948
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,OTHER,Syncope ,Urban,39626
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,OTHER,Abdominal pain,Urban,121832
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,OTHER,Chronic Pain Syndromes ,Urban,120541
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,OTHER,Allergies and urticaria ,Urban,55834
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,OTHER,Edema ,Urban,88429
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,OTHER,Symptoms - Other ,Urban,115789
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,OTHER,Tobacco Use Disorder,Urban,496054
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,OTHER,Tobacco Use History ,Urban,66514
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,OTHER,Poisoning ,Urban,12350
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,OTHER,Other injuries and conditions due to external causes ,Urban,255652
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,OTHER,Effects of surgical procedures or medical care ,Urban,56812
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,OTHER,Housing insufficiency ,Urban,147863
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,OTHER,Psychosocial factors - Other ,Urban,262197
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13 ",Rural/Urban Status by Conditions,Conditions,OTHER, Residual Codes ,Urban,471059
Geography,A. Socio-demographic Characteristics,A1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients,Rural/Urban Status (Overall),Overall,NA,Overall,Missing,25537
Geography,A. Socio-demographic Characteristics,"A2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Sex, FY13",Rural/Urban Status by Sex ,Sex,NA,F,Missing,BT
Geography,A. Socio-demographic Characteristics,"A2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Sex, FY13",Rural/Urban Status by Sex ,Sex,NA,M,Missing,BT
Geography,A. Socio-demographic Characteristics,"A3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Age, FY13",Rural/Urban Status by Age,Age,NA,18-44,Missing,BT
Geography,A. Socio-demographic Characteristics,"A3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Age, FY13",Rural/Urban Status by Age,Age,NA,45-64,Missing,BT
Geography,A. Socio-demographic Characteristics,"A3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Age, FY13",Rural/Urban Status by Age,Age,NA,65+,Missing,BT
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,NA,AI/AN,Missing,BT
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,NA,Asian,Missing,BT
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,NA,Black/African American,Missing,BT
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,NA,NH/OPI,Missing,BT
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,NA,White,Missing,BT
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,NA,Hispanic,Missing,BT
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,NA,Multi-race,Missing,BT
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,NA,Unknown,Missing,BT
Geography,A. Socio-demographic Characteristics,"A6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Rural/Urban Status by Service-Connected Status,Service Connection,NA,No SC,Missing,BT
Geography,A. Socio-demographic Characteristics,"A6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Rural/Urban Status by Service-Connected Status,Service Connection,NA,SC 0-49,Missing,BT
Geography,A. Socio-demographic Characteristics,"A6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Rural/Urban Status by Service-Connected Status,Service Connection,NA,SC 50-99,Missing,BT
Geography,A. Socio-demographic Characteristics,"A6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Rural/Urban Status by Service-Connected Status,Service Connection,NA,SC 100,Missing,BT
Geography,B. VHA Outpatient Utilization,"B1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13 ",Rural/Urban Status by VHA Outpatient Visits,Encounters,Outpatient Visits,0 encounters,Missing,BT
Geography,B. VHA Outpatient Utilization,"B1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13 ",Rural/Urban Status by VHA Outpatient Visits,Encounters,Outpatient Visits,1 encounter,Missing,BT
Geography,B. VHA Outpatient Utilization,"B1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13 ",Rural/Urban Status by VHA Outpatient Visits,Encounters,Outpatient Visits,2 encounters,Missing,BT
Geography,B. VHA Outpatient Utilization,"B1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13 ",Rural/Urban Status by VHA Outpatient Visits,Encounters,Outpatient Visits,3-5 encounters,Missing,BT
Geography,B. VHA Outpatient Utilization,"B1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13 ",Rural/Urban Status by VHA Outpatient Visits,Encounters,Outpatient Visits,6-11 encounters,Missing,BT
Geography,B. VHA Outpatient Utilization,"B1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13 ",Rural/Urban Status by VHA Outpatient Visits,Encounters,Outpatient Visits,12+ encounters,Missing,BT
Geography,B. VHA Outpatient Utilization,"B2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Primary Care Visits, FY13 ",Rural/Urban Status by Primary Care Visits,Encounters,Primary Care Visits,0 encounters,Missing,BT
Geography,B. VHA Outpatient Utilization,"B2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Primary Care Visits, FY13 ",Rural/Urban Status by Primary Care Visits,Encounters,Primary Care Visits,1 encounter,Missing,BT
Geography,B. VHA Outpatient Utilization,"B2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Primary Care Visits, FY13 ",Rural/Urban Status by Primary Care Visits,Encounters,Primary Care Visits,2 encounters,Missing,BT
Geography,B. VHA Outpatient Utilization,"B2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Primary Care Visits, FY13 ",Rural/Urban Status by Primary Care Visits,Encounters,Primary Care Visits,3-5 encounters,Missing,BT
Geography,B. VHA Outpatient Utilization,"B2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Primary Care Visits, FY13 ",Rural/Urban Status by Primary Care Visits,Encounters,Primary Care Visits,6-11 encounters,Missing,BT
Geography,B. VHA Outpatient Utilization,"B2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Primary Care Visits, FY13 ",Rural/Urban Status by Primary Care Visits,Encounters,Primary Care Visits,12+ encounters,Missing,BT
Geography,B. VHA Outpatient Utilization,"B3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13 ",Rural/Urban Status by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,0 encounters,Missing,BT
Geography,B. VHA Outpatient Utilization,"B3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13 ",Rural/Urban Status by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,1 encounter,Missing,BT
Geography,B. VHA Outpatient Utilization,"B3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13 ",Rural/Urban Status by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,2 encounters,Missing,BT
Geography,B. VHA Outpatient Utilization,"B3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13 ",Rural/Urban Status by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,3-5 encounters,Missing,BT
Geography,B. VHA Outpatient Utilization,"B3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13 ",Rural/Urban Status by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,6-11 encounters,Missing,BT
Geography,B. VHA Outpatient Utilization,"B3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13 ",Rural/Urban Status by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,12+ encounters,Missing,BT
Geography,B. VHA Outpatient Utilization,"B4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Emergency Department Visits, FY13 ",Rural/Urban Status by Emergency Department Visits,Encounters,Emergency Department Visits,0 encounters,Missing,BT
Geography,B. VHA Outpatient Utilization,"B4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Emergency Department Visits, FY13 ",Rural/Urban Status by Emergency Department Visits,Encounters,Emergency Department Visits,1 encounter,Missing,BT
Geography,B. VHA Outpatient Utilization,"B4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Emergency Department Visits, FY13 ",Rural/Urban Status by Emergency Department Visits,Encounters,Emergency Department Visits,2 encounters,Missing,BT
Geography,B. VHA Outpatient Utilization,"B4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Emergency Department Visits, FY13 ",Rural/Urban Status by Emergency Department Visits,Encounters,Emergency Department Visits,3-5 encounters,Missing,BT
Geography,B. VHA Outpatient Utilization,"B4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Emergency Department Visits, FY13 ",Rural/Urban Status by Emergency Department Visits,Encounters,Emergency Department Visits,6-11 encounters,Missing,BT
Geography,B. VHA Outpatient Utilization,"B4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Emergency Department Visits, FY13 ",Rural/Urban Status by Emergency Department Visits,Encounters,Emergency Department Visits,12+ encounters,Missing,BT
Geography,B. VHA Outpatient Utilization,"B5. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Telephone Visits, FY13 ",Rural/Urban Status by Telephone Visits,Encounters,Telephone Visits,0 encounters,Missing,BT
Geography,B. VHA Outpatient Utilization,"B5. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Telephone Visits, FY13 ",Rural/Urban Status by Telephone Visits,Encounters,Telephone Visits,1 encounter,Missing,BT
Geography,B. VHA Outpatient Utilization,"B5. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Telephone Visits, FY13 ",Rural/Urban Status by Telephone Visits,Encounters,Telephone Visits,2 encounters,Missing,BT
Geography,B. VHA Outpatient Utilization,"B5. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Telephone Visits, FY13 ",Rural/Urban Status by Telephone Visits,Encounters,Telephone Visits,3-5 encounters,Missing,BT
Geography,B. VHA Outpatient Utilization,"B5. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Telephone Visits, FY13 ",Rural/Urban Status by Telephone Visits,Encounters,Telephone Visits,6-11 encounters,Missing,BT
Geography,B. VHA Outpatient Utilization,"B5. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Telephone Visits, FY13 ",Rural/Urban Status by Telephone Visits,Encounters,Telephone Visits,12+ encounters,Missing,BT
Geography,B. VHA Outpatient Utilization,"B6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13 ",Rural/Urban Status by Fee Outpatient Services,Encounters,Fee Outpatient Services,0 encounters,Missing,BT
